,project_Name,category_name,funding_period_start,funding_period_end,no_days,starter_location,currency,money_pledged,goal,no_backers
5357,"Carved, Hand carved & painted Leather wallets",Crafts,Oct 23 2016,Nov 22 2016,30,"Hereford, UK",£,252,100,4
5358,Ink Road Stamps,Crafts,Nov 18 2016,Dec 9 2016,21,"O'fallon, IL",$,11234,3000,26
5359,Handcrafted artisanal soaps and fragrances as unique as you.,Crafts,Aug 5 2017,Sep 4 2017,30,"Fort Smith, AR",$,606,600,4
5360,Sleep Stones In Seattle,DIY,Apr 1 2018,May 31 2018,60,"Woodinville, WA",$,2930,2000,37
5361,Monkey Hats,Crochet,Mar 29 2017,Apr 18 2017,20,"Halifax, Canada",CA$,268,100,9
5362,Launching MOON & BACK,Crafts,Jun 12 2017,Jul 10 2017,28,"Centennial, CO",$,3030,3000,46
5363,The Shaving Place,DIY,Jul 11 2016,Aug 1 2016,21,"Ogden, UT",$,1074,250,6
5364,Handmade Environmentally Friendly Candles,Candles,Jun 18 2014,Jul 3 2014,15,"Witney, UK",£.,7000,10,2
5365,Greedy Goblin Soaps,DIY,Mar 24 2019,Apr 23 2019,30,"Bellingham, WA",$,341,50,10
5366,Stash Select: Fiber for a Friendly Planet,Knitting,Jun 1 2015,Jul 1 2015,30,"Havertown, PA",$,7411,6200,144
5367,Knitting Needles - Newest Innovation - My Two Ladies,Knitting,Oct 22 2017,Oct 31 2017,9,"New York, NY",$,835,500,19
5368,The Sorrel Dress by Jennifer Lauren - Paper Sewing Patterns,Crafts,Oct 31 2018,Nov 30 2018,30,"Dunedin, NZ",NZ$,9924,4000,336
5369,Dave's Eagle Scout Project,Crafts,Jun 27 2016,Aug 6 2016,40,"Cherry Hill, NJ",$,1024,900,28
5370,Stephen Vollaro's Eagle Scout Project (Southington CT),Woodworking,Dec 2 2016,Jan 31 2017,60,"Southington, CT",$,210,150,10
5371,Mexican Textile Project,Weaving,Feb 14 2017,Mar 16 2017,30,"Brooklyn, NY",$,5632,5500,97
5372,"Trade Winds Collection, Vegan Organic Fair Trade Skincare",Crafts,Oct 9 2015,Nov 2 2015,24,"Astoria, OR",$,2145,1300,63
5373,"Help Sally Ann finish Shelby, a 'new' mobile boutique",Crafts,Jan 21 2013,Feb 20 2013,30,"Augusta, GA",$,1050,500,43
5374,Treasureology Classroom,DIY,Sep 6 2016,Sep 27 2016,21,"Granger, IN",$,2250,2000,39
5375,Welts & Waves Knitting Pattern Book,Knitting,Apr 2 2015,May 2 2015,30,"Fargo, ND",$,4030,4000,38
5376,Exquisite Ink: All In 1 Colorful Countertop Pens,Crafts,Mar 7 2017,Mar 14 2017,7,"Philadelphia, PA",$,1946,480,48
5377,"""TURNING "" Nature Into Art",Woodworking,Jan 22 2019,Mar 3 2019,40,"Raleigh, NC",$,1485,500,28
5378,BeechTree Social Enterprise,Crafts,Oct 26 2017,Dec 20 2017,55,"Langhorne, PA",$,120,120,3
5379,Elysee Oils,Crafts,Nov 14 2019,Dec 13 2019,28,"Sinaloa, Mexico",MX$,803,800,5
5380,Carry precision craft in everyday life with Echizen Tansu,Woodworking,Feb 12 2019,Mar 14 2019,30,"Echizen-shi, Japan",¥,216039,200000,9
5381,Limited editon 'Bowie' print tea towels,Printing,Dec 10 2018,Dec 21 2018,11,"London, UK",£,911,600,31
5382,We're Opening a Store!,Crafts,Jan 24 2019,Feb 23 2019,30,"Utica, NY",$,5243,5000,59
5383,Shimmering All-Natural Scented Soy Candles by Fairie Jar,Candles,Jun 16 2018,Jul 16 2018,30,"Port Angeles, WA",$,1365,1300,21
5384,Dry Wit Goods' Snail Mail Subscription Box,Stationery,Sep 2 2019,Sep 20 2019,17,"Fort Worth, TX",$,956,950,18
5385,"Candles, Bath Bombs, Lip Balm, Bat Conservation",Candles,Apr 12 2019,Apr 27 2019,15,"Detroit, MI",$,720,175,25
5386,d20 Gaming Wands by Wilde Wands,Crafts,Jan 14 2018,Feb 11 2018,28,"Snoqualmie, WA",$,1156,1000,23
5387,Cocktails By Spence Club,DIY,Dec 7 2017,Jan 6 2018,30,"Sarasota, FL",$,6040,6000,59
5388,The Fat Orange Pig is available now at fatorangepig.com,Crafts,Mar 12 2019,Apr 26 2019,45,"New York, NY",$,1033,1000,15
5389,Quality Time Workshop's Veneer Plywood Bowls,Woodworking,Jun 3 2018,Jun 17 2018,14,"Erie, PA",$,610,500,9
5390,Cocktails By Spence Club,DIY,Dec 7 2017,Jan 6 2018,30,"Sarasota, FL",$,6040,6000,59
5391,"Dragon Pens: Jade Dragon, Fire Dragon & Dragon Egg",Woodworking,Sep 18 2017,Oct 19 2017,30,"San Antonio, TX",$,5544,1500,50
5392,2013 Ring Collection,Crafts,Jul 5 2013,Aug 4 2013,30,"Worcester, UK",£,5585,5500,70
5393,Happy Folks- Meaningful Smiles For Our Elderly Folks,Crafts,Jul 11 2019,Aug 10 2019,30,"Singapore, Singapore",S$,2078,2000,39
5394,Hand Turned Wood Pens,Crafts,Jun 14 2013,Jun 29 2013,15,"Albuquerque, NM",$,1601,400,38
5395,Wood Lathe Therapy,Woodworking,Aug 20 2014,Sep 30 2014,40,"Kansas City, MO",$,1373,1100,35
5396,help made by laura lee grow,Embroidery,May 2 2017,Jun 1 2017,30,"Austin, TX",$,10224,10000,130
5397,Bean Husk Pillows,Crafts,Jan 12 2018,Feb 11 2018,30,"Singapore, Singapore",S$.,6500,50,4
5398,Artisan Hand-Painted Yarn - Custom Dyed For You!,Crafts,May 10 2012,Jun 9 2012,30,"Long Beach, CA",$,1380,600,46
5399,Doomsday Knits: Projects for the Apocalypse and After,Knitting,Aug 31 2012,Sep 30 2012,30,"Chelsea, MI",$,7915,5000,240
5400,A Bigger Bag For Better Knitting,Knitting,Jan 17 2018,Feb 1 2018,14,"Portland, OR",$,21320,2000,186
5401,Making Baby Jellies,Crochet,Jul 23 2018,Aug 22 2018,30,"Omaha, NE",$,241,100,14
5402,Scratch Goods 2.0,Crafts,Apr 28 2017,May 25 2017,27,"Chicago, IL",$,10344,10000,146
5403,Tale of Toys: Handmade Wooden Toys,Woodworking,Nov 30 2016,Dec 20 2016,19,"San Diego, CA",$,2168,1000,37
5404,Hand-Made Christmas Ornaments,Woodworking,Sep 2 2014,Nov 1 2014,60,"Houston, TX",$,1001,200,30
5405,FRUU.. Innovative REAL-fruit organic vegan lip balms!!,DIY,Aug 21 2016,Sep 18 2016,30,"London, UK",£,762,500,58
5406,Gator Mold - Combo Pen Blank Casting System,DIY,Sep 8 2017,Oct 8 2017,30,"Rowlett, TX",$,9474,2500,67
5407,Organic house,Knitting,Nov 19 2019,Dec 9 2019,20,"Culiacan, Mexico",MX$,700,700,4
5408,Scalemail Jewelry,Crafts,Jul 8 2013,Jul 28 2013,20,"Albuquerque, NM",$,691,300,19
5409,"""Music is Legal"": the BuskNY t-shirt",Crafts,Jul 13 2013,Jul 21 2013,8,"Brooklyn, NY",$,611,450,20
5410,Classic Car Inspired Wood Carvings,Crafts,Dec 28 2012,Jan 27 2013,30,"Lexington, KY",$,2158,500,39
5411,Wisdom Cards for a New World,Crafts,Sep 21 2012,Nov 20 2012,60,"Boulder, CO",$,1987,1750,30
5412,A Bigger Bag For Better Knitting,Knitting,Jan 17 2018,Feb 1 2018,14,"Portland, OR",$,21320,2000,186
5413,Making Baby Jellies,Crochet,Jul 23 2018,Aug 22 2018,30,"Omaha, NE",$,241,100,14
5414,Scratch Goods 2.0,Crafts,Apr 28 2017,May 25 2017,27,"Chicago, IL",$,10344,10000,146
5415,Tale of Toys: Handmade Wooden Toys,Woodworking,Nov 30 2016,Dec 20 2016,19,"San Diego, CA",$,2168,1000,37
5416,FRUU.. Innovative REAL-fruit organic vegan lip balms!!,DIY,Aug 21 2016,Sep 18 2016,30,"London, UK",£,762,500,58
5417,Gator Mold - Combo Pen Blank Casting System,DIY,Sep 8 2017,Oct 8 2017,30,"Rowlett, TX",$,9474,2500,67
5418,Hand-Made Christmas Ornaments,Woodworking,Sep 2 2014,Nov 1 2014,60,"Houston, TX",$,1001,200,30
5419,Organic house,Knitting,Nov 19 2019,Dec 9 2019,20,"Culiacan, Mexico",MX$,700,700,4
5420,Scalemail Jewelry,Crafts,Jul 8 2013,Jul 28 2013,20,"Albuquerque, NM",$,691,300,19
5421,"""Music is Legal"": the BuskNY t-shirt",Crafts,Jul 13 2013,Jul 21 2013,8,"Brooklyn, NY",$,611,450,20
5422,Classic Car Inspired Wood Carvings,Crafts,Dec 28 2012,Jan 27 2013,30,"Lexington, KY",$,2158,500,39
5423,Wisdom Cards for a New World,Crafts,Sep 21 2012,Nov 20 2012,60,"Boulder, CO",$,1987,1750,30
5424,Wood Wick Mason Jar Candles,Candles,Feb 3 2015,Mar 5 2015,30,"Post Falls, ID",$,667,475,26
5425,Workshop Needed,Glass,Oct 21 2014,Nov 20 2014,30,"Fort Bragg, NC",$,1691,1500,10
5426,grooveTOAST Leather Love,Crafts,Mar 2 2015,Mar 28 2015,26,"Portland, OR",$,685,450,27
5427,"Vac to the Future, vacuum forming chocolate candle moulds,",Crafts,Nov 6 2015,Nov 26 2015,20,"Wiltshire, UK",£,190,65,2
5428,OakLeafLeather,Crafts,Jan 12 2015,Feb 11 2015,30,"Minneapolis, MN",$,1158,700,23
5429,Discover the Secrets of the Pillow,Crafts,Mar 12 2014,Apr 11 2014,30,"Greater London, UK",£,16571,15000,242
5430,Studio Upgrades,DIY,Nov 13 2014,Dec 13 2014,30,"Vancouver, Canada",CA$,5105,3000,50
5431,Pokeypottery,Pottery,Jul 15 2014,Aug 14 2014,30,"Albany, OR",$,2127,2100,51
5432,"A New Yarn Produced from Merino, Cashmere and Silk",Knitting,Jul 21 2014,Aug 20 2014,30,"Phoenix, AZ",$,2401,2000,36
5433,Safe Work = Great Work.,Woodworking,Aug 6 2014,Aug 31 2014,25,"Brooklyn, NY",$,7051,6000,56
5434,Dean's Custom Pen Project,Crafts,Mar 11 2014,Mar 26 2014,15,"Phoenix, AZ",$,2724,600,49
5435,Baby Hat Cardigan and Socks,Knitting,Jul 21 2014,Aug 20 2014,30,"Shreveport, LA",$,201,200,8
5436,Wood Wick Mason Jar Candles,Candles,Feb 3 2015,Mar 5 2015,30,"Post Falls, ID",$,667,475,26
5437,Workshop Needed,Glass,Oct 21 2014,Nov 20 2014,30,"Fort Bragg, NC",$,1691,1500,10
5438,grooveTOAST Leather Love,Crafts,Mar 2 2015,Mar 28 2015,26,"Portland, OR",$,685,450,27
5439,"Vac to the Future, vacuum forming chocolate candle moulds,",Crafts,Nov 6 2015,Nov 26 2015,20,"Wiltshire, UK",£,190,65,2
5440,OakLeafLeather,Crafts,Jan 12 2015,Feb 11 2015,30,"Minneapolis, MN",$,1158,700,23
5441,Discover the Secrets of the Pillow,Crafts,Mar 12 2014,Apr 11 2014,30,"Greater London, UK",£,16571,15000,242
5442,Studio Upgrades,DIY,Nov 13 2014,Dec 13 2014,30,"Vancouver, Canada",CA$,5105,3000,50
5443,Pokeypottery,Pottery,Jul 15 2014,Aug 14 2014,30,"Albany, OR",$,2127,2100,51
5444,"A New Yarn Produced from Merino, Cashmere and Silk",Knitting,Jul 21 2014,Aug 20 2014,30,"Phoenix, AZ",$,2401,2000,36
5445,Safe Work = Great Work.,Woodworking,Aug 6 2014,Aug 31 2014,25,"Brooklyn, NY",$,7051,6000,56
5446,Dean's Custom Pen Project,Crafts,Mar 11 2014,Mar 26 2014,15,"Phoenix, AZ",$,2724,600,49
5447,Baby Hat Cardigan and Socks,Knitting,Jul 21 2014,Aug 20 2014,30,"Shreveport, LA",$,201,200,8
5448,The Mountain Yeti - Handmade Faux Fur Plush,Crafts,Jul 21 2014,Aug 18 2014,28,"Los Angeles, CA",$,737,600,16
5449,Cross Stitch Patterns by Lierre Kandel,Crafts,Dec 1 2015,Dec 31 2015,30,"Cambridge, MA",$,150,65,13
5450,Dandelions & Daisies Fiber Art,Crafts,Jan 4 2016,Feb 3 2016,30,"Olympia, WA",$,1117,750,24
5451,Charming Destinations,Crafts,Apr 2 2016,May 2 2016,30,"Menomonie, WI",$,1089,1000,21
5452,Blind Woodworker Teaching Skin-on-Frame Kayak Building,Woodworking,Mar 23 2015,Apr 22 2015,30,"Bar Harbor, ME",$,2901,1000,31
5453,Pixelized Creations,Crafts,Jul 22 2015,Aug 21 2015,30,"St. Catharines, Canada",CA$,445,300,9
5454,Sander for my Bladesmith Shop,Crafts,Jul 24 2015,Aug 23 2015,30,"Akron, OH",$,1003,500,45
5455,"Tonka Organics Lotion, Lip Balm, Bug Repellent",Crafts,Jul 20 2015,Jul 27 2015,7,"Mound, MN",$,870,750,18
5456,Virginia's Artisan Soap and Lotion testing needs you!,Crafts,Dec 4 2015,Jan 2 2016,29,"Lincolnshire, UK",£,484,472,23
5457,Mel's Sushi Shack!,Crafts,Nov 4 2015,Nov 24 2015,20,"Portland, OR",$,1201,1200,24
5458,SQUAND #Screeprinter's helper: holds your #squeegee upright,Crafts,Nov 24 2015,Dec 24 2015,30,"London, UK",£,1795,1750,24
5459,KJÅRDDA - Studio Startup!,Crafts,Oct 25 2015,Nov 8 2015,14,"Östersund, Sweden",SEK,7000,4000,22
5460,Bugg Woodworking,Woodworking,Sep 27 2015,Oct 27 2015,30,"Morris, IL",$,1745,1500,10
5461,FINAL HOURS!!! Kira Kira Rainbow Unicorn Stickers!,Stationery,Jan 2 2016,Jan 17 2016,15,"Sydney, AU",AU$,1009,250,39
5462,Functioning Paracord Products,Weaving,Sep 24 2015,Oct 25 2015,31,"Harrow, Canada",CA$,175,150,4
5463,AirBnB Overnight Artist Residency In NYC,Printing,May 15 2015,Jun 14 2015,30,"Brooklyn, NY",$,403,250,35
5464,Lakota Crafts 2015 New Store All Native American Art,Crafts,Apr 18 2015,Jun 17 2015,60,"Lakota, ND",$,360,101,24
5465,MAAK - Rotterdam,DIY,Jul 25 2015,Aug 24 2015,30,"Rotterdam, Netherlands",€,3895,3500,35
5466,Relle: Umbrella that doesn't flip.,Crafts,Jun 5 2016,Jul 5 2016,30,"Boston, MA",$,222,100,7
5467,"The Dollar Hippy Club - Love the planet, love yourself.",Crafts,Mar 16 2016,Apr 25 2016,40,"Sydney, AU",AU$,6047,6000,37
5468,Spinner needs a loom,Weaving,Feb 16 2016,Apr 16 2016,60,"Melbourne, AU",AU$,701,700,13
5469,Unique Canadian Wooden Pens and Razors,Woodworking,Apr 26 2016,May 26 2016,30,"Calgary, Canada",CA$,1946,1500,42
5470,Renfry Handcrafted Soaps,DIY,Jun 14 2016,Jul 14 2016,30,"Dallas, TX",$,167,150,4
5471,BlueMint - Natural and Organic Shampoo & Conditioner,Crafts,May 23 2017,Jun 23 2017,30,"Vancouver, Canada",CA$,6038,6000,37
5472,Brady Brand Sugar Scrubs,Crafts,Apr 9 2017,May 14 2017,35,"Alliston, Canada",CA$,1690,1500,37
5473,"""Klean Boobs"" Breast Cancer Awareness Soaps",Crafts,Aug 28 2016,Sep 27 2016,30,"Miami, FL",$,2070,2000,68
5474,Perennial: Our New Workshop,Crafts,Sep 16 2016,Oct 24 2016,37,"St. Louis, MO",$,16534,15000,202
5475,Handmade Cards that Provide Employment,Crafts,Nov 7 2016,Nov 21 2016,14,"San Diego, CA",$,536,300,12
5476,Bring Heartwood Rocking Horses to Art Fair,Woodworking,Aug 23 2017,Sep 29 2017,36,"Asheville, NC",$,1538,1500,23
5477,Spiffy Dolls - Individually Crafted Works of Love,Crafts,Feb 27 2013,Mar 29 2013,30,"Berkeley, CA",$,501,500,10
5478,Exotic Handmade Pens To Support Disabled Veterans,Woodworking,Aug 25 2016,Sep 24 2016,30,"Chattanooga, TN",$,3717,500,64
5479,Rockin' your world,Crafts,Jul 21 2014,Aug 20 2014,30,"Norman, OK",$,687,675,19
5480,Poleplant - bamboo ski poles handcrafted in the French Alps,Woodworking,May 29 2015,Jun 28 2015,30,"Tignes, France",€,4628,2000,50
5481,Pharaoh Cat Pins - Egyptian Hairless Cat,Crafts,Mar 13 2017,Apr 12 2017,30,"Edmonton, Canada",CA$,977,800,29
5482,#Make100 Handcrafted Mini-Piñatas,Crafts,Jan 26 2017,Mar 27 2017,60,"Mexico City, Mexico",MX$,40250,40000,42
5483,Peregrine | A Lifestyle Brand Fighting Global Wastage,Candles,Sep 11 2018,Sep 30 2018,19,"London, UK",£,2538,2500,63
5484,#Make100 Handcrafted Mini-Piñatas,Crafts,Jan 26 2017,Mar 27 2017,60,"Mexico City, Mexico",MX$,40250,40000,42
5485,Kiln for studio potter and working Mom,Pottery,Jan 3 2018,Feb 2 2018,30,"Danby, NY",$,13511,12500,181
5486,Viking Longship,Crafts,Nov 14 2014,Dec 5 2014,21,"Lachute, Canada",CA$,113,30,16
5487,Wilde Animals,Crafts,Aug 4 2014,Sep 3 2014,30,"Los Angeles, CA",$,18524,17000,271
5488,Lovecraft's The Dreamlands Christmas Cards and Gift Paper,Stationery,Oct 5 2017,Nov 2 2017,28,"Seattle, WA",$,12576,3000,331
5489,Halloween Pin Set,Crafts,Aug 28 2018,Sep 22 2018,25,"Dallas, TX",$,1749,1500,65
5490,Documentary - Unique sustainable yarn and a better world,Knitting,Aug 21 2018,Sep 20 2018,30,"Copenhagen, Denmark",DKK,30581,24000,107
5491,Bourbon Barrel Pens from 12 different bourbons!,Woodworking,Aug 2 2017,Sep 1 2017,30,"Alabaster, AL",$,6095,1000,102
5492,"One Machine, One Stitch, One Man - Embroidery Art Exhibition",Embroidery,Sep 23 2019,Oct 16 2019,22,"Singapore, Singapore",S$,5400,5000,56
5493,ORGANICALLY MAINE,Crafts,Sep 15 2017,Nov 14 2017,60,"Bethel, ME",$,4465,1500,130
5494,Knitted Creations,Knitting,Jan 28 2016,Feb 27 2016,30,"Bradford, UK",£,370,60,27
5495,new eye catching DIY templates by paperesk -,Crafts,Oct 15 2016,Nov 14 2016,30,"Leipzig, Germany",€,1616,1500,86
5496,ML Leather Goods & More,Crafts,Sep 6 2012,Oct 21 2012,45,"Houston, TX",$,7056,3500,96
5497,Custom hand-made pens,Woodworking,Sep 15 2014,Oct 15 2014,30,"Kaysville, UT",$,5410,1500,68
5498,Say No to Pi,Crafts,Jun 28 2011,Jul 12 2011,14,"Richmond, VA",$,323,300,22
5499,'My First Godzilla' Child-Friendly Plush,Crafts,Jan 28 2013,Feb 17 2013,20,"London, KY",$,3108,3000,86
5500,"Cancer Greeting Card Subscription, Crazy Thoughtful Cards",Stationery,Feb 10 2016,Mar 11 2016,30,"Dallas, TX",$,10002,10000,88
5501,Lucky You Enamel Pin set,Crafts,Apr 11 2017,May 11 2017,30,"Brisbane, AU",AU$,550,550,27
5502,The Most Beautiful Baskets... Ever!,Crafts,Jun 24 2016,Jul 29 2016,35,"Washington, DC",$,15476,10000,183
5503,"Love & Dumplings - Handmade, Quirky Plush Toys.",Crafts,Nov 14 2012,Dec 12 2012,28,"Los Angeles, CA",$,4855,4500,78
5504,Papier - Luxury Paper,Printing,Sep 19 2014,Nov 18 2014,60,"Dallas, TX",$.,1500,10,1
5505,"Deeply Dapper Alchemy: Soaps, Candles, Enamel Pins and More",Crafts,Mar 19 2018,Apr 10 2018,22,"Pocatello, ID",$,2615,500,57
5506,Building Grandpa's Workshop,Woodworking,Jan 11 2013,Feb 10 2013,30,"Simi Valley, CA",$,5075,5000,77
5507,Woby Design: Home Decor Items Made from Recycled Skateboards,Woodworking,Oct 28 2016,Nov 28 2016,31,"Los Angeles, CA",$,3548,3500,36
5508,TruBlu MFG Stainless Steel Mini Fidget Spinner,Crafts,Apr 26 2017,May 26 2017,30,"Towanda, PA",$,15520,3000,207
5509,Woby Design: Home Decor Items Made from Recycled Skateboards,Woodworking,Oct 28 2016,Nov 28 2016,31,"Los Angeles, CA",$,3548,3500,36
5510,Handcrafted Wood Toy Airplanes,Crafts,Oct 12 2013,Nov 8 2013,27,"Raleigh, NC",$,1141,1000,21
5511,qub™ | Superior Candles,Candles,May 2 2016,Jun 1 2016,30,"Atlanta, GA",$,1448,200,57
5512,BeccasLittleBits,Candles,Jun 5 2016,Jul 5 2016,30,"Bellevue, NE",$,282,150,9
5513,Jurassic Plush 2 - Triceratops & Spinosaurus Soft Toys!,Crafts,Jun 2 2017,Jul 2 2017,30,"London, UK",£,3715,3500,79
5514,Wooden Hearts Plain or Personalized with name of your choice,Woodworking,Jan 7 2020,Feb 1 2020,24,"Loudon, TN",$,623,600,25
5515,Animoodles Collection 1: Magnetic Plush You Can Build!,Crafts,Oct 16 2017,Nov 30 2017,44,"San Francisco, CA",$,100159,25000,939
5516,Deluxe Essential Oil Storage Box,Woodworking,Oct 6 2015,Nov 5 2015,30,"Concord, NH",$,12033,5000,189
5517,"Steven Universe ""Isn't it Love?"" Enamel Pins, Stickers, etc!",Crafts,Jan 9 2020,Feb 8 2020,30,"Houston, TX",$,329,250,15
5518,Moving Season,Crafts,Mar 4 2020,Apr 23 2020,50,"San Diego, CA",$,5401,5000,66
5519,Cute Anime Keychains!,Crafts,Jan 11 2016,Feb 10 2016,30,"Kelseyville, CA",$,265,265,3
5520,Small Batch Artisan Soap,DIY,Jun 20 2019,Jul 11 2019,21,"Omaha, NE",$,871,750,15
5521,"Steven Universe ""Isn't it Love?"" Enamel Pins, Stickers, etc!",Crafts,Jan 9 2020,Feb 8 2020,30,"Houston, TX",$,329,250,15
5522,Cute Anime Keychains!,Crafts,Jan 11 2016,Feb 10 2016,30,"Kelseyville, CA",$,265,265,3
5523,Deluxe Essential Oil Storage Box,Woodworking,Oct 6 2015,Nov 5 2015,30,"Concord, NH",$,12033,5000,189
5524,Handcrafted Wood Toy Airplanes,Crafts,Oct 12 2013,Nov 8 2013,27,"Raleigh, NC",$,1141,1000,21
5525,UnderGrove Plushies by Spritelings,Crafts,Jul 1 2016,Jul 31 2016,30,"Virginia Beach, VA",$,7098,5000,169
5526,qub™ | Superior Candles,Candles,May 2 2016,Jun 1 2016,30,"Atlanta, GA",$,1448,200,57
5527,BeccasLittleBits,Candles,Jun 5 2016,Jul 5 2016,30,"Bellevue, NE",$,282,150,9
5528,High Quality Burl Wood Pens,Crafts,Jul 15 2015,Aug 14 2015,30,"Bremerton, WA",$,1325,500,22
5529,Lucky Charms - Handmade Crochet Plush for Good Luck,Crochet,May 8 2016,Jun 7 2016,30,"Rosebud West, AU",AU$,177,150,11
5530,NIĂM BEAUTY: Organic Skincare with a Purpose,Crafts,Oct 13 2018,Nov 12 2018,30,"Austin, TX",$,5057,5000,37
5531,Dreamkeepers Plush Whip,Crafts,Sep 15 2016,Oct 15 2016,30,"Monroe, MI",$,13093,7000,109
5532,Project Penny,Crafts,Sep 10 2014,Sep 25 2014,15,"Orlando, FL",$.,2900,5,8
5533,#SEASON2#PLANB #BUILDTHEMILL - TARTAN UPRISING CONTINUES....,Weaving,Dec 14 2018,Dec 28 2018,14,"Culbokie, UK",£,65365,50000,455
5534,Valley Made - a locally made sheep to yarn project,Knitting,Jan 30 2018,Mar 5 2018,33,"Salem, OR",$,4360,1500,67
5535,Artisan Boards by Ned,Woodworking,Oct 31 2014,Nov 30 2014,30,"Lakeport, NY",$,6750,1000,133
5536,Comicon or Bust!,Crochet,Jan 3 2018,Jan 28 2018,25,"Everett, WA",$,626,395,15
5537,RIKI - restart,Crafts,Nov 3 2016,Dec 3 2016,30,"New York, NY",$,6967,1000,80
5538,"David Walsh, Bowlmaker, Fine Wooden Bowls, Ltd. Edition #26",Woodworking,Oct 1 2016,Oct 10 2016,9,"York, PA",$,2868,250,30
5539,"David Walsh, Bowlmaker, Fine Wooden Bowls: October 2018",Woodworking,Oct 7 2018,Oct 17 2018,9,"York, PA",$,2430,250,25
5540,Wee Beasties Plush RPG (Roleplaying Game) Fantasy Creatures,Crafts,May 5 2015,Jun 7 2015,33,"Dallas, TX",$,6632,4000,143
5541,Sewing a Patriotic Quilt - Wounded Warrior Project,Quilts,Jul 30 2014,Aug 29 2014,30,"Paso Robles, CA",$,200,170,7
5542,Crazyheads Handmade Alpaca-style Plush Vests,Crafts,Oct 8 2015,Nov 7 2015,30,"Vancouver, Canada",CA$,5798,5500,69
5543,Dicke Katze & Friends Fat Cat Plush,Crafts,Sep 9 2013,Oct 9 2013,30,"Los Angeles, CA",$,12884,12000,86
5544,We Are All Artists - Creative Mindfulness Cards,DIY,Apr 7 2017,Apr 28 2017,21,"Sydney, AU",AU$,2764,1200,66
5545,Valley Made - a locally made sheep to yarn project,Knitting,Jan 30 2018,Mar 5 2018,33,"Salem, OR",$,4360,1500,67
5546,#SEASON2#PLANB #BUILDTHEMILL - TARTAN UPRISING CONTINUES....,Weaving,Dec 14 2018,Dec 28 2018,14,"Culbokie, UK",£,65365,50000,455
5547,Artisan Boards by Ned,Woodworking,Oct 31 2014,Nov 30 2014,30,"Lakeport, NY",$,6750,1000,133
5548,Robust Domino - A classic game reinvented,Crafts,Apr 19 2016,May 18 2016,29,"Toulouse, France",€,4444,3000,72
5549,Watch Your Mouth ... Throw An F Bomb,Crafts,Sep 14 2018,Sep 29 2018,15,"Halifax, Canada",CA$,725,100,20
5550,A One Woman Independent Hand Dyed Yarn Shop,Knitting,Nov 6 2018,Dec 21 2018,45,"Indianapolis, IN",$,3193,3000,8
5551,Dicke Katze & Friends Fat Cat Plush,Crafts,Sep 9 2013,Oct 9 2013,30,"Los Angeles, CA",$,12884,12000,86
5552,Van Protection Kit,Woodworking,Dec 8 2017,Jan 22 2018,45,"Chicago, IL",$,15059,15000,11
5553,100 mini-tapestries (on a functional loom!),Weaving,Jan 13 2017,Feb 12 2017,30,"Lagunitas, CA",$,5588,600,114
5554,Davies Drums Co. Handmade Snare Drums,Woodworking,Mar 31 2015,Apr 30 2015,30,"Frisco, TX",$,8596,5000,99
5555,Battleship Pens-Wood With History,Woodworking,May 10 2018,May 17 2018,7,"Oklahoma City, OK",$,2512,40,27
5556,"Birka Hook for Leg Wraps, Dresses, Purses",Crafts,Oct 12 2015,Oct 26 2015,14,"Carrollton, GA",$,1707,750,70
5557,Super Cat Enamel Pin,Crafts,Mar 8 2017,Apr 12 2017,35,"Los Angeles, CA",$,300,300,15
5558,Major Upgrade for Subused Original,Crafts,Dec 31 2019,Jan 15 2020,15,"Berlin, Germany",€,1304,1300,10
5559,Battleship Pens-Wood With History,Woodworking,May 10 2018,May 17 2018,7,"Oklahoma City, OK",$,2512,40,27
5560,Wicked Woolens and Silken Spindles,Crafts,Sep 20 2013,Oct 20 2013,30,"Rosedale, MD",$,6170,6000,33
5561,A One Woman Independent Hand Dyed Yarn Shop,Knitting,Nov 6 2018,Dec 21 2018,45,"Indianapolis, IN",$,3193,3000,8
5562,Watch Your Mouth ... Throw An F Bomb,Crafts,Sep 14 2018,Sep 29 2018,15,"Halifax, Canada",CA$,725,100,20
5563,CLEANIS,Crafts,Apr 14 2015,May 14 2015,30,"Bozeman, MT",$,10644,10000,81
5564,Robust Domino - A classic game reinvented,Crafts,Apr 19 2016,May 18 2016,29,"Toulouse, France",€,4444,3000,72
5565,"David Walsh, Bowlmaker, Fine Wooden Bowls, Ltd. Edition #18",Crafts,Oct 10 2015,Oct 20 2015,10,"York, PA",$,4898,250,53
